lon,lat,school_name,ward_code,ward_name,lga_code,lga_name
7.95232061,10.46655009,Universal Basic Education Sabon Gida,KD1205,Kallah,19012,Kajuru
8.472691667,10.51519167,LEA Primary School Maiyamma I,KD1706,Kudaru,19017,Lere
8.18017411,11.21436838,LGEA Dan Lawal Primary School,KD0504,Kurmin Kogi,19005,Ikara
8.382235765,9.387935401,Anglican Nursery and Primary School,KD0705,Godogodo,19007,Jema'A
8.52218425,10.14515659,Normadic Primary School Jamaar Iya,KD1703,Garu Mariri,19017,Lere
8.352500796,9.437513351,Model Primary School Godogodo,KD0705,Godogodo,19007,Jema'A
7.46501373,10.45652926,Lite Academy,KD0211,Sabon Tasha,19002,Chikun
7.47443208,11.24813993,Government Day Secondary School Giwa,KD0306,Kakangi,19003,Giwa
6.393409967,10.66219926,Universal Basic Education,KD0104,Magajin Gari 2,19001,Birnin Gwari
7.2715431,10.82399764,Universal Basic Education Primary School Rikau,KD0410,Sabon Birnin,19004,Igabi
7.72331309,11.10680143,Nigerian Railway Staff School,KD1903,Chikaji,19019,Sabon Gari
8.31377556,9.20898703,Universal Basic Education Ankolo,KD2002,Arak,19020,Sanga
8.30399313,9.56167025,Universal Basic Education Takau 2,KD0712,Takau,19007,Jema'A
8.410533,9.150324,Ungwan Makama Pilot Science Primary School,KD2010,Ninzo West,19020,Sanga
7.10638952,10.04081227,LGEA Katarma I,KD0201,Chikun,19002,Chikun
7.794826627,11.31816566,LEA Masaka,KD1601,Doka,19016,Kudan
7.64791236,10.92041596,Eccde Lamban Zango Pre Primary School,KD0412,Zangon Aya,19004,Igabi
7.45560071,10.47758667,Harry Royal Academy,KD0207,Narayi,19002,Chikun
7.422306667,10.46754167,Green Fields International School,KD1002,Barnawa,19010,Kaduna South
8.306130767,9.548921585,LGEA Unicef Model Primary School Tudun Wada Kaninkon,KD0710,Kaninkon,19007,Jema'A
8.517386667,9.792983334,Universal Basic Education Primary School,KD1411,Pari,19014,Kauru
8.27493388,9.779534341,Government Girls College Zonkwa,KD2210,Zonkwa,19022,Zangon Kataf
8.749580383,10.48512518,Universal Basic Education Jura Ll,KD1702,Dan Alhaji,19017,Lere
7.39783637,10.46813143,Winny International School,KD0208,Nassarawa,19002,Chikun
7.58032912,11.1963782,LGEA Primary School Hayin Gada B,KD0309,Shika,19003,Giwa
7.63740778,10.99954605,Universal Basic Education Tudun Gaude,KD2301,Dutsen Abba,19023,Zaria
6.757493019,10.9234786,Universal Basic Education Primary School Maganda Ii,KD0105,Magajin Gari 3,19001,Birnin Gwari
8.043687344,11.10909283,Universal Basic Education Daa Primary School,KD2110,Turawa,19021,Soba
8.055768013,11.23316109,Universal Basic Education Anguwan Bazai,KD1805,Gubuchi,19018,Makarfi
7.71787104,10.9271127,Universal Basic Education Damari Gari Primary School,KD0412,Zangon Aya,19004,Igabi
7.30351175,10.8121351,Eccde Sabon Birnin Daji Pre Primary School,KD0410,Sabon Birnin,19004,Igabi
7.932241559,9.658119679,Universal Basic Education Primary School Sabon Gari Gantan,KD0811,Kwaturu,19008,Kachia
7.42843821,10.43487112,World Class Schools,KD0212,Yelwa,19002,Chikun
7.71346511,10.88021559,Anguwan Bouwa Primary School,KD0411,Turunku,19004,Igabi
7.42985619,11.26141537,Nomadic Primary School Kwandari,KD0304,Giwa,19003,Giwa
7.3979691,10.45910504,Maranathan Children School,KD0210,Sabon Gari Nassarawa,19002,Chikun
7.750977874,11.3195765,Government Secondary School Kudan Junior,KD1606,Kudan,19016,Kudan
7.73427383,11.11941134,St?? John Nursery and Primary School,KD1908,Muchiya,19019,Sabon Gari
7.73931605,10.99248511,Damako Primary School,KD2313,Wuciciri,19023,Zaria
7.686599493,11.0502398,Government Secondary School Kofan Kuyanbana,KD2303,Gyellesu,19023,Zaria
7.47222423,10.58886082,LEA,KD0408,Rigachikun,19004,Igabi
7.916786671,11.3105911,Universal Basic Education,KD1804,Gimi,19018,Makarfi
8.32436021,9.692885501,Universal Basic Education Techet,KD2205,Madakiya,19022,Zangon Kataf
7.97955601,10.67711469,LEA Amanawa,KD1410,Makami,19014,Kauru
8.547855,10.30016667,LEA Primary School Rimi Dogon Daji,KD1709,Raminkura,19017,Lere
7.44294462,10.46216781,Maigana Road,KD0207,Narayi,19002,Chikun
7.40603905,10.59115857,Manomi,KD0401,Afaka,19004,Igabi
7.46619549,10.54391009,Ohikere Road,KD0910,Unguwar Rimi,19009,Kaduna North
7.441290018,10.49978468,Mopol Quarters,KD0904,Kabala,19009,Kaduna North
7.46549144,10.5916972,Jae Road 2,KD0408,Rigachikun,19004,Igabi
7.68230316,9.72453378,Rugan Monange,KD0803,Awon,19008,Kachia
8.13801365,11.43247798,Rugar Ahmadu,KD0505,Kuya,19005,Ikara
8.13823296,10.97488891,Rigar Ori,KD2101,Danwata,19021,Soba
7.60559528,11.14730881,Rigan Wakili Saadu,KD0308,Panhauya,19003,Giwa
7.43678479,10.53528493,Water Board,KD0911,Unguwar Sarki,19009,Kaduna North
7.03919797,10.26381423,Lassapa,KD0201,Chikun,19002,Chikun
8.762997249,10.57988139,Rugan Rabo,KD1702,Dan Alhaji,19017,Lere
7.98219354,9.73971493,Ruggar Alhaji Yunusa,KD0806,Gidan Tagwai,19008,Kachia
8.53428952,10.84158421,Rugar Wada Ibrahim,KD1502,Damau,19015,Kubau
7.96309647,11.39314037,Hayin Dan Kauye,KD1803,Gazara,19018,Makarfi
7.88113,11.37108167,Kofar Kudu,KD1807,Makarfi,19018,Makarfi
7.446649075,10.82799149,Kauyen Fati,KD0410,Sabon Birnin,19004,Igabi
8.42335666,9.84792029,Tsakiya Kibori,KD2208,Zaman Dabo,19022,Zangon Kataf
7.496366501,10.39868832,Sabuwa,KD0209,Rido,19002,Chikun
7.84674257,11.21623899,Mariga,KD1801,Dan Damisa,19018,Makarfi
8.11953984,9.52561463,Kurmin Kwara Rugar Alhaji Manu,KD0602,Daddu,19006,Jaba
8.060546601,10.97936747,Layin Malam Bako,KD2111,Soba,19021,Soba
7.739686916,9.5536707,Kasangwai,KD1105,Kagarko North,19011,Kagarko
7.39691609,10.59301405,Bayyan Sterling,KD0401,Afaka,19004,Igabi
7.39714929,10.44914949,Kubi Street,KD0210,Sabon Gari Nassarawa,19002,Chikun
7.70292814,11.04977995,Area Of Ginery House B,KD2304,Kaura,19023,Zaria
7.62203769,11.02771639,Gidan Lauje,KD2301,Dutsen Abba,19023,Zaria
7.28538693,11.07815709,Maje,KD0302,Galadimawa,19003,Giwa
8.10521181,10.95824989,Rugar Musa Jae,KD2111,Soba,19021,Soba
8.27603297,10.16411598,Unguwan Ibrahim,KD1402,Bital,19014,Kauru
7.56083083,10.54758747,Kan Rafi A,KD0204,Kujama,19002,Chikun
7.54212528,9.87743413,Alikuku,KD0805,Dokwa,19008,Kachia
7.46567333,10.5229746,Bathurst Street,KD0910,Unguwar Rimi,19009,Kaduna North
8.214314,9.15844025,Gidan Danfaro,KD2011,Wasa,19020,Sanga
8.03698486,9.53722212,Yakubu Sunday,KD0601,Chori,19006,Jaba
7.602052306,11.05275053,Gidan Sarkin Yaki,KD2301,Dutsen Abba,19023,Zaria
6.80773188,10.70307549,Ungwan Lukman,KD0206,Kuriga,19002,Chikun
7.54750923,10.38422082,Ruggan Alhaji Baba,KD0204,Kujama,19002,Chikun
8.32229011,9.71228556,Aduwan Gida,KD2205,Madakiya,19022,Zangon Kataf
7.7022244,11.09521828,Old Quarters,KD2309,Tukur Tukur,19023,Zaria
6.62443614,10.70910537,Kwaga 1,KD0101,Gayam,19001,Birnin Gwari
8.12816189,9.63783172,Unguwan Jaba,KD2207,Unguwan Rimi,19022,Zangon Kataf
8.39704436,9.72716207,Unguwar Bidoli,KD2206,Unguwar Gaya,19022,Zangon Kataf
7.45350565,10.54655548,Sultan Close,KD0911,Unguwar Sarki,19009,Kaduna North
7.39616642,11.31384051,Fulani Ori,KD0303,Gangara,19003,Giwa
7.645191288,10.47705777,Unguwar Dan Baki,KD0204,Kujama,19002,Chikun
8.46727379,9.85246094,Unguwan Baba,KD2208,Zaman Dabo,19022,Zangon Kataf
8.20751357,10.36282463,Rafin Rimi Unguwar Kudu,KD1409,Kwassam,19014,Kauru
7.596074765,11.28135222,Gidan Tulu,KD0301,Danmahawayi,19003,Giwa
7.640515755,10.95879515,Katsinawa Dumbi,KD0412,Zangon Aya,19004,Igabi
7.604490967,11.1160272,Gidan Galadima,KD0308,Panhauya,19003,Giwa
7.609110579,11.12221955,Dorayi,KD0308,Panhauya,19003,Giwa
8.54577844,10.34268024,Rugar Malam Muhammadu,KD1708,Lere,19017,Lere
7.70267559,11.10020062,Anguwan Fulani,KD2309,Tukur Tukur,19023,Zaria
7.65325961,11.16122159,Layin Tinau,KD1909,Samaru,19019,Sabon Gari
8.18776083,9.42601001,Unguwan Tambaya,KD0701,Asso,19007,Jema'A
7.6795896,11.05364641,Gwargwaje,KD2305,Kufena,19023,Zaria
7.38254313,11.34110224,Ungwar Tafida B,KD0303,Gangara,19003,Giwa
6.28819463,10.6776091,Chikwarba Anguwan Sule Magani,KD0102,Kakangi,19001,Birnin Gwari
8.09574134,11.5068067,Gidan Wake,KD0506,Paki,19005,Ikara
8.09403347,10.20843564,Tilde Bayero,KD2203,Ikulu,19022,Zangon Kataf
7.38542685,10.31749886,Layin Liman,KD0203,Kakau,19002,Chikun
8.38359023,10.23583052,Gaparun,KD1405,Geshere,19014,Kauru
